Timestamp,id,type,gate
2015-05-01 05:42:01,20154201054201-550,2,entrance2
2015-05-01 05:59:25,20154201054201-550,2,entrance4
2015-05-01 08:10:35,20151001081035-840,2,entrance4
2015-05-01 08:20:35,20151001081035-840,2,general-gate5
2015-05-01 08:32:09,20151001081035-840,2,general-gate2
2015-05-01 08:35:22,20151001081035-840,2,ranger-stop0
2015-05-01 08:38:24,20151001081035-840,2,ranger-stop2
2015-05-01 08:41:03,20151001081035-840,2,general-gate1
2015-05-01 09:01:41,20151001081035-840,2,entrance3
2015-05-01 10:32:00,20153201103200-582,2,entrance0
2015-05-01 10:44:16,20153201103200-582,2,general-gate4
2015-05-01 10:51:10,20153201103200-582,2,general-gate7
2015-05-01 10:58:20,20155801105820-248,2,entrance2
2015-05-01 11:03:55,20153201103200-582,2,entrance1
2015-05-01 11:19:12,20155801105820-248,2,general-gate2
2015-05-01 11:22:33,20155801105820-248,2,ranger-stop0
2015-05-01 11:25:44,20155801105820-248,2,ranger-stop2
2015-05-01 11:28:28,20155801105820-248,2,general-gate1
2015-05-01 11:40:10,20155801105820-248,2,general-gate4
2015-05-01 11:47:32,20155801105820-248,2,general-gate7
2015-05-01 11:58:02,20155801105820-248,2,camping5
2015-05-01 15:48:09,20154801034809-529,2,entrance2
2015-05-01 16:01:41,20150101040141-397,2,entrance2
2015-05-01 16:06:47,20154801034809-529,2,entrance4
2015-05-01 16:22:49,20150101040141-397,2,general-gate2
2015-05-01 16:26:13,20150101040141-397,2,ranger-stop0
2015-05-01 16:29:27,20150101040141-397,2,ranger-stop2
2015-05-01 16:32:14,20150101040141-397,2,general-gate1
2015-05-01 16:44:05,20150101040141-397,2,general-gate4
2015-05-01 16:51:34,20150101040141-397,2,general-gate7
2015-05-01 16:54:41,20155401045441-227,2,entrance4
2015-05-01 17:05:24,20150101040141-397,2,entrance1
2015-05-01 17:06:15,20155401045441-227,2,general-gate5
2015-05-01 17:19:36,20155401045441-227,2,general-gate2
2015-05-01 17:23:18,20155401045441-227,2,ranger-stop0
2015-05-01 17:26:50,20155401045441-227,2,ranger-stop2
2015-05-01 17:29:52,20155401045441-227,2,general-gate1
2015-05-01 17:42:46,20155401045441-227,2,general-gate4
2015-05-01 17:50:55,20155401045441-227,2,general-gate7
2015-05-01 18:06:44,20155401045441-227,2,camping3
2015-05-02 06:21:00,20152102062100-389,2,entrance1
2015-05-02 06:35:57,20152102062100-389,2,general-gate7
2015-05-02 06:44:03,20152102062100-389,2,general-gate4
2015-05-02 06:56:54,20152102062100-389,2,general-gate1
2015-05-02 06:59:55,20152102062100-389,2,ranger-stop2
2015-05-02 07:03:24,20152102062100-389,2,ranger-stop0
2015-05-02 07:07:05,20152102062100-389,2,general-gate2
2015-05-02 07:20:22,20152102062100-389,2,general-gate5
2015-05-02 07:25:09,20152102062100-389,2,general-gate6
2015-05-02 07:34:58,20152102062100-389,2,camping7
2015-05-02 11:40:29,20155401045441-227,2,camping3
2015-05-02 11:56:10,20155401045441-227,2,general-gate7
2015-05-02 12:04:18,20155401045441-227,2,general-gate4
2015-05-02 12:17:14,20155401045441-227,2,general-gate1
2015-05-02 12:20:15,20155401045441-227,2,ranger-stop2
2015-05-02 12:23:46,20155401045441-227,2,ranger-stop0
2015-05-02 12:27:28,20155401045441-227,2,general-gate2
2015-05-02 12:40:48,20155401045441-227,2,general-gate5
2015-05-02 12:52:23,20155401045441-227,2,entrance4
2015-05-02 14:12:30,20151202021230-956,2,entrance0
2015-05-02 14:25:01,20151202021230-956,2,general-gate4
2015-05-02 14:32:04,20151202021230-956,2,general-gate7
2015-05-02 14:36:47,20153602023647-120,2,entrance2
2015-05-02 14:41:51,20151202021230-956,2,camping4
2015-05-02 14:58:40,20153602023647-120,2,general-gate2
2015-05-02 15:02:11,20153602023647-120,2,ranger-stop0
2015-05-02 15:05:32,20153602023647-120,2,ranger-stop2
2015-05-02 15:08:24,20153602023647-120,2,general-gate1
2015-05-02 15:20:38,20153602023647-120,2,general-gate4
2015-05-02 15:28:21,20153602023647-120,2,general-gate7
2015-05-02 15:43:19,20153602023647-120,2,camping3
2015-05-02 19:16:27,20151602071627-36,2,entrance0
2015-05-02 19:19:23,20151902071923-16,2,entrance2
2015-05-02 19:37:53,20151602071627-36,2,entrance3
2015-05-02 19:41:56,20151902071923-16,2,general-gate2
2015-05-02 19:45:34,20151902071923-16,2,ranger-stop0
2015-05-02 19:49:00,20151902071923-16,2,ranger-stop2
2015-05-02 19:51:57,20151902071923-16,2,general-gate1
2015-05-02 20:15:13,20151902071923-16,2,entrance3
2015-05-02 20:21:41,20152102082141-406,2,entrance4
2015-05-02 20:40:06,20152102082141-406,2,entrance2
2015-05-02 23:08:52,20150802110852-346,2,entrance0
2015-05-02 23:22:45,20150802110852-346,2,general-gate4
2015-05-02 23:30:33,20150802110852-346,2,general-gate7
2015-05-02 23:45:01,20150802110852-346,2,entrance1
2015-05-03 00:17:20,20151703121720-618,2,entrance1
2015-05-03 00:31:35,20151703121720-618,2,general-gate7
2015-05-03 00:47:51,20151703121720-618,2,entrance3
