Timestamp,id,type,gate
2015-05-01 00:43:28,20154301124328-262,4,entrance3
2015-05-01 01:03:48,20154301124328-262,4,general-gate1
2015-05-01 01:06:24,20154301124328-262,4,ranger-stop2
2015-05-01 01:09:25,20154301124328-262,4,ranger-stop0
2015-05-01 01:12:36,20154301124328-262,4,general-gate2
2015-05-01 01:24:02,20154301124328-262,4,general-gate5
2015-05-01 01:33:57,20154301124328-262,4,entrance4
2015-05-01 02:52:12,20155201025212-846,4,entrance1
2015-05-01 02:53:12,20155301025312-741,4,entrance3
2015-05-01 03:05:45,20155201025212-846,4,general-gate7
2015-05-01 03:13:05,20155201025212-846,4,general-gate4
2015-05-01 03:16:55,20155301025312-741,4,general-gate1
2015-05-01 03:19:56,20155301025312-741,4,ranger-stop2
2015-05-01 03:23:26,20155301025312-741,4,ranger-stop0
2015-05-01 03:24:45,20155201025212-846,4,general-gate1
2015-05-01 03:27:08,20155301025312-741,4,general-gate2
2015-05-01 03:27:29,20155201025212-846,4,ranger-stop2
2015-05-01 03:30:40,20155201025212-846,4,ranger-stop0
2015-05-01 03:34:01,20155201025212-846,4,general-gate2
2015-05-01 03:40:27,20155301025312-741,4,general-gate5
2015-05-01 03:52:03,20155301025312-741,4,entrance4
2015-05-01 03:54:52,20155201025212-846,4,entrance2
2015-05-01 15:41:46,20154101034146-410,4,entrance4
2015-05-01 16:01:30,20154101034146-410,4,entrance2
2015-05-01 18:01:36,20150101060136-731,4,entrance4
2015-05-01 18:10:33,20150101060136-731,4,general-gate5
2015-05-01 18:20:53,20150101060136-731,4,general-gate2
2015-05-01 18:23:46,20150101060136-731,4,ranger-stop0
2015-05-01 18:26:31,20150101060136-731,4,ranger-stop2
2015-05-01 18:28:51,20150101060136-731,4,general-gate1
2015-05-01 18:38:52,20150101060136-731,4,general-gate4
2015-05-01 18:45:11,20150101060136-731,4,general-gate7
2015-05-01 18:56:52,20150101060136-731,4,entrance1
2015-05-01 19:26:03,20152601072603-870,4,entrance4
2015-05-01 19:37:45,20152601072603-870,4,general-gate5
2015-05-01 19:51:16,20152601072603-870,4,general-gate2
2015-05-01 19:55:01,20152601072603-870,4,ranger-stop0
