Timestamp,id,type,gate
2015-05-01 03:40:19,20154001034019-109,5,entrance3
2015-05-01 04:02:55,20154001034019-109,5,general-gate1
2015-05-01 04:05:47,20154001034019-109,5,ranger-stop2
2015-05-01 04:09:09,20154001034019-109,5,ranger-stop0
2015-05-01 04:12:40,20154001034019-109,5,general-gate2
2015-05-01 04:25:24,20154001034019-109,5,general-gate5
2015-05-01 04:36:27,20154001034019-109,5,entrance4
2015-05-01 13:36:16,20153601013616-849,5,entrance1
2015-05-01 13:50:57,20153601013616-849,5,general-gate7
2015-05-01 14:07:44,20153601013616-849,5,entrance3
2015-05-01 19:52:06,20155201075206-349,5,entrance4
2015-05-01 20:09:49,20155201075206-349,5,entrance2
2015-05-02 07:16:21,20151602071621-654,5,entrance0
2015-05-02 07:28:55,20151602071621-654,5,general-gate4
2015-05-02 07:35:59,20151602071621-654,5,general-gate7
2015-05-02 07:49:02,20151602071621-654,5,entrance1
2015-05-02 07:55:22,20155502075522-491,5,entrance2
2015-05-02 08:12:32,20151202081232-209,5,entrance3
2015-05-02 08:13:11,20155502075522-491,5,entrance4
2015-05-02 08:31:34,20151202081232-209,5,general-gate1
2015-05-02 08:34:00,20151202081232-209,5,ranger-stop2
2015-05-02 08:36:49,20151202081232-209,5,ranger-stop0
2015-05-02 08:39:48,20151202081232-209,5,general-gate2
2015-05-02 08:50:30,20151202081232-209,5,general-gate5
2015-05-02 08:59:49,20151202081232-209,5,entrance4
2015-05-02 20:00:40,20150002080040-921,5,entrance4
2015-05-02 20:10:00,20150002080040-921,5,general-gate5
2015-05-02 20:20:47,20150002080040-921,5,general-gate2
2015-05-02 20:23:47,20150002080040-921,5,ranger-stop0
2015-05-02 20:26:36,20150002080040-921,5,ranger-stop2
2015-05-02 20:29:03,20150002080040-921,5,general-gate1
2015-05-02 20:30:21,20153002083021-292,5,entrance4
2015-05-02 20:48:16,20150002080040-921,5,entrance3
2015-05-02 20:52:46,20153002083021-292,5,entrance2
2015-05-03 06:51:57,20155103065157-254,5,entrance1
2015-05-03 07:04:48,20155103065157-254,5,general-gate7
2015-05-03 07:19:28,20155103065157-254,5,entrance3
2015-05-03 17:11:05,20151103051105-693,5,entrance3
2015-05-03 17:27:21,20151103051105-693,5,general-gate7
2015-05-03 17:41:42,20151103051105-693,5,entrance1
2015-05-04 16:22:33,20152204042233-205,5,entrance3
2015-05-04 16:42:55,20152204042233-205,5,general-gate1
2015-05-04 16:45:31,20152204042233-205,5,ranger-stop2
2015-05-04 16:48:31,20152204042233-205,5,ranger-stop0
2015-05-04 16:51:42,20152204042233-205,5,general-gate2
2015-05-04 17:11:30,20152204042233-205,5,entrance2
2015-05-04 22:18:23,20151804101823-786,5,entrance4
2015-05-04 22:40:37,20151804101823-786,5,entrance2
2015-05-06 03:24:02,20152406032402-937,5,entrance1
2015-05-06 03:37:54,20152406032402-937,5,general-gate7
2015-05-06 03:45:24,20152406032402-937,5,general-gate4
2015-05-06 03:57:22,20152406032402-937,5,general-gate1
2015-05-06 04:00:09,20152406032402-937,5,ranger-stop2
2015-05-06 04:03:25,20152406032402-937,5,ranger-stop0
2015-05-06 04:06:50,20152406032402-937,5,general-gate2
2015-05-06 04:25:02,20152506042502-26,5,entrance3
2015-05-06 04:28:11,20152406032402-937,5,entrance2
2015-05-06 04:45:51,20152506042502-26,5,general-gate1
2015-05-06 04:48:31,20152506042502-26,5,ranger-stop2
2015-05-06 04:51:36,20152506042502-26,5,ranger-stop0
2015-05-06 04:54:51,20152506042502-26,5,general-gate2
2015-05-06 05:06:31,20152506042502-26,5,general-gate5
2015-05-06 05:16:39,20152506042502-26,5,entrance4
2015-05-08 15:28:05,20152808032805-306,5,entrance2
2015-05-08 15:51:15,20152808032805-306,5,general-gate2
2015-05-08 15:54:59,20152808032805-306,5,ranger-stop0
2015-05-08 15:58:31,20152808032805-306,5,ranger-stop2
2015-05-08 16:01:34,20152808032805-306,5,general-gate1
2015-05-08 16:03:22,20152808032805-306,5,entrance0
2015-05-09 01:03:12,20150309010312-403,5,entrance0
2015-05-09 01:14:45,20150309010312-403,5,general-gate4
2015-05-09 01:21:14,20150309010312-403,5,general-gate7
2015-05-09 01:33:15,20150309010312-403,5,entrance1
2015-05-09 05:03:39,20150309050339-817,5,entrance3
2015-05-09 05:24:03,20150309050339-817,5,entrance0
2015-05-09 14:19:50,20151909021950-190,5,entrance4
2015-05-09 14:30:03,20151909021950-190,5,general-gate5
2015-05-09 14:41:52,20151909021950-190,5,general-gate2
2015-05-09 14:45:10,20151909021950-190,5,ranger-stop0
2015-05-09 14:48:17,20151909021950-190,5,ranger-stop2
2015-05-09 14:50:58,20151909021950-190,5,general-gate1
2015-05-09 15:02:28,20151909021950-190,5,general-gate4
2015-05-09 15:09:42,20151909021950-190,5,general-gate7
2015-05-09 15:23:04,20151909021950-190,5,entrance1
2015-05-09 19:17:08,20151709071708-623,5,entrance4
2015-05-09 19:26:36,20151709071708-623,5,general-gate5
2015-05-09 19:37:34,20151709071708-623,5,general-gate2
2015-05-09 19:40:38,20151709071708-623,5,ranger-stop0
2015-05-09 19:43:31,20151709071708-623,5,ranger-stop2
2015-05-09 19:46:00,20151709071708-623,5,general-gate1
2015-05-09 19:47:28,20151709071708-623,5,entrance0
2015-05-10 00:21:53,20152110122153-299,5,entrance0
2015-05-10 00:23:31,20152110122153-299,5,general-gate1
2015-05-10 00:26:23,20152110122153-299,5,ranger-stop2
2015-05-10 00:29:43,20152110122153-299,5,ranger-stop0
2015-05-10 00:33:14,20152110122153-299,5,general-gate2
2015-05-10 00:55:02,20152110122153-299,5,entrance2
2015-05-10 02:37:42,20153710023742-746,5,entrance2
2015-05-10 02:57:16,20153710023742-746,5,general-gate2
2015-05-10 03:00:25,20153710023742-746,5,ranger-stop0
2015-05-10 03:03:23,20153710023742-746,5,ranger-stop2
2015-05-10 03:05:57,20153710023742-746,5,general-gate1
2015-05-10 03:07:28,20153710023742-746,5,entrance0
2015-05-10 03:38:02,20153810033802-347,5,entrance1
2015-05-10 03:49:56,20153810033802-347,5,general-gate7
2015-05-10 03:56:23,20153810033802-347,5,general-gate4
2015-05-10 04:06:36,20153810033802-347,5,general-gate1
2015-05-10 04:09:00,20153810033802-347,5,ranger-stop2
2015-05-10 04:11:46,20153810033802-347,5,ranger-stop0
2015-05-10 04:14:41,20153810033802-347,5,general-gate2
2015-05-10 04:25:14,20153810033802-347,5,general-gate5
2015-05-10 04:34:25,20153810033802-347,5,entrance4
2015-05-10 20:06:07,20150610080607-654,5,entrance1
2015-05-10 20:18:57,20150610080607-654,5,general-gate7
2015-05-10 20:25:54,20150610080607-654,5,general-gate4
2015-05-10 20:36:56,20150610080607-654,5,general-gate1
2015-05-10 20:39:31,20150610080607-654,5,ranger-stop2
2015-05-10 20:42:31,20150610080607-654,5,ranger-stop0
2015-05-10 20:45:41,20150610080607-654,5,general-gate2
2015-05-10 20:57:03,20150610080607-654,5,general-gate5
2015-05-10 21:06:57,20150610080607-654,5,entrance4
2015-05-11 08:37:56,20153711083756-161,5,entrance0
2015-05-11 08:51:35,20153711083756-161,5,general-gate4
2015-05-11 08:59:14,20153711083756-161,5,general-gate7
2015-05-11 09:13:27,20153711083756-161,5,entrance1
2015-05-12 04:05:36,20150512040536-561,5,entrance0
2015-05-12 04:31:00,20150512040536-561,5,entrance3
2015-05-12 09:30:56,20153012093056-795,5,entrance4
2015-05-12 09:40:50,20153012093056-795,5,general-gate5
2015-05-12 09:52:18,20153012093056-795,5,general-gate2
2015-05-12 09:55:30,20153012093056-795,5,ranger-stop0
2015-05-12 09:58:30,20153012093056-795,5,ranger-stop2
2015-05-12 10:01:07,20153012093056-795,5,general-gate1
2015-05-12 10:21:32,20153012093056-795,5,entrance3
2015-05-13 10:29:46,20152913102946-563,5,entrance2
2015-05-13 10:47:59,20152913102946-563,5,entrance4
2015-05-13 14:16:30,20151613021630-650,5,entrance2
2015-05-13 14:38:11,20151613021630-650,5,general-gate2
2015-05-13 14:41:41,20151613021630-650,5,ranger-stop0
2015-05-13 14:44:59,20151613021630-650,5,ranger-stop2
2015-05-13 14:47:50,20151613021630-650,5,general-gate1
2015-05-13 14:59:59,20151613021630-650,5,general-gate4
2015-05-13 15:07:39,20151613021630-650,5,general-gate7
2015-05-13 15:21:50,20151613021630-650,5,entrance1
2015-05-14 02:57:16,20155714025716-854,5,entrance2
2015-05-14 03:15:17,20155714025716-854,5,entrance4
2015-05-14 05:42:03,20154214054203-453,5,entrance0
2015-05-14 05:54:33,20154214054203-453,5,general-gate4
2015-05-14 06:01:33,20154214054203-453,5,general-gate7
2015-05-14 06:02:20,20150214060220-382,5,entrance2
2015-05-14 06:14:33,20154214054203-453,5,entrance1
2015-05-14 06:25:13,20150214060220-382,5,general-gate2
2015-05-14 06:28:54,20150214060220-382,5,ranger-stop0
2015-05-14 06:32:23,20150214060220-382,5,ranger-stop2
2015-05-14 06:35:23,20150214060220-382,5,general-gate1
2015-05-14 06:58:59,20150214060220-382,5,entrance3
2015-05-14 13:16:44,20151614011644-131,5,entrance4
2015-05-14 13:26:38,20151614011644-131,5,general-gate5
2015-05-14 13:38:05,20151614011644-131,5,general-gate2
2015-05-14 13:41:17,20151614011644-131,5,ranger-stop0
2015-05-14 13:44:17,20151614011644-131,5,ranger-stop2
2015-05-14 13:46:53,20151614011644-131,5,general-gate1
2015-05-14 14:07:16,20151614011644-131,5,entrance3
2015-05-14 14:35:57,20153514023557-288,5,entrance0
2015-05-14 14:37:30,20153514023557-288,5,general-gate1
2015-05-14 14:40:15,20153514023557-288,5,ranger-stop2
2015-05-14 14:43:26,20153514023557-288,5,ranger-stop0
