id,gate,Timestamp
20150002060008-683,entrance0,1
20150002060008-683,entrance1,1
20150002060008-683,general-gate4,1
20150002060008-683,general-gate7,1
20150004070037-579,entrance1,1
20150004070037-579,entrance4,1
20150004070037-579,general-gate1,1
20150004070037-579,general-gate2,1
20150004070037-579,general-gate4,1
20150004070037-579,general-gate5,1
20150004070037-579,general-gate7,1
20150004070037-579,ranger-stop0,1
20150004070037-579,ranger-stop2,1
20150004110002-747,entrance0,1
20150004110002-747,entrance2,1
20150004110002-747,general-gate1,1
20150004110002-747,general-gate2,1
20150004110002-747,ranger-stop0,1
20150004110002-747,ranger-stop2,1
20150006030021-893,entrance1,1
20150006030021-893,entrance3,1
20150006030021-893,general-gate7,1
20150006040002-269,entrance0,1
20150006040002-269,entrance2,1
20150006040002-269,general-gate1,1
20150006040002-269,general-gate2,1
20150006040002-269,ranger-stop0,1
20150006040002-269,ranger-stop2,1
20150007030049-86,entrance1,1
20150007030049-86,entrance2,1
20150007030049-86,general-gate1,1
20150007030049-86,general-gate2,1
20150007030049-86,general-gate4,1
20150007030049-86,general-gate7,1
20150007030049-86,ranger-stop0,1
20150007030049-86,ranger-stop2,1
20150010030024-367,entrance0,1
20150010030024-367,entrance3,1
20150014010052-857,entrance3,1
20150014010052-857,entrance4,1
20150014010052-857,general-gate1,1
20150014010052-857,general-gate2,1
20150014010052-857,general-gate5,1
20150014010052-857,ranger-stop0,1
20150014010052-857,ranger-stop2,1
20150019030052-865,entrance3,1
20150019030052-865,entrance4,1
20150019030052-865,general-gate1,1
20150019030052-865,general-gate2,1
20150019030052-865,general-gate5,1
20150019030052-865,ranger-stop0,1
20150019030052-865,ranger-stop2,1
20150019120036-151,entrance0,1
20150019120036-151,entrance4,1
20150019120036-151,general-gate1,1
20150019120036-151,general-gate2,1
20150019120036-151,general-gate5,1
20150019120036-151,ranger-stop0,1
20150019120036-151,ranger-stop2,1
20150020100002-73,entrance0,1
20150020100002-73,entrance4,1
20150020100002-73,general-gate1,1
20150020100002-73,general-gate2,1
20150020100002-73,general-gate5,1
20150020100002-73,ranger-stop0,1
20150020100002-73,ranger-stop2,1
20150101010137-533,entrance0,1
20150101010137-533,entrance1,1
20150101010137-533,general-gate4,1
20150101010137-533,general-gate7,1
20150101020154-96,entrance0,1
20150101020154-96,entrance1,1
20150101020154-96,general-gate4,1
20150101020154-96,general-gate7,1
20150101060136-731,entrance1,1
20150101060136-731,entrance4,1
20150101060136-731,general-gate1,1
20150101060136-731,general-gate2,1
20150101060136-731,general-gate4,1
20150101060136-731,general-gate5,1
20150101060136-731,general-gate7,1
20150101060136-731,ranger-stop0,1
20150101060136-731,ranger-stop2,1
20150102010156-22,entrance1,1
20150102010156-22,entrance3,1
20150102010156-22,general-gate7,1
20150104020118-228,entrance3,2
20150104020118-228,gate3,2
20150104020118-228,gate5,2
20150104020118-228,gate6,2
20150104020118-228,general-gate5,2
20150104020118-228,ranger-stop3,2
20150104020118-228,ranger-stop6,2
20150104100141-172,entrance2,1
20150104100141-172,entrance3,1
20150104100141-172,general-gate1,1
20150104100141-172,general-gate2,1
20150104100141-172,ranger-stop0,1
20150104100141-172,ranger-stop2,1
20150106040105-101,entrance1,1
20150106040105-101,entrance4,1
20150106040105-101,general-gate1,1
20150106040105-101,general-gate2,1
20150106040105-101,general-gate4,1
20150106040105-101,general-gate5,1
20150106040105-101,general-gate7,1
20150106040105-101,ranger-stop0,1
20150106040105-101,ranger-stop2,1
20150109070152-346,entrance1,1
20150109070152-346,entrance2,1
20150109070152-346,general-gate1,1
20150109070152-346,general-gate2,1
20150109070152-346,general-gate4,1
20150109070152-346,general-gate7,1
