Timestamp,id,type,X,Y
2014-06-06 08:09:23,391338,check-in,99,77
2014-06-06 08:09:59,391338,movement,98,77
2014-06-06 08:10:04,391338,movement,97,76
2014-06-06 08:10:09,391338,movement,96,76
2014-06-06 08:10:14,391338,movement,95,77
2014-06-06 08:10:19,391338,movement,94,76
2014-06-06 08:10:24,391338,movement,93,76
2014-06-06 08:10:29,391338,movement,92,77
2014-06-06 08:11:35,38398,check-in,99,77
2014-06-06 08:12:56,1373006,check-in,99,77
2014-06-06 08:12:56,1152246,check-in,99,77
2014-06-06 08:13:15,38398,movement,98,76
2014-06-06 08:13:21,38398,movement,97,77
2014-06-06 08:13:27,38398,movement,96,77
2014-06-06 08:13:33,38398,movement,95,77
2014-06-06 08:13:39,38398,movement,94,77
2014-06-06 08:13:40,391338,movement,91,77
2014-06-06 08:13:45,391338,movement,90,78
2014-06-06 08:13:45,38398,movement,93,77
2014-06-06 08:13:50,391338,movement,89,79
2014-06-06 08:13:51,38398,movement,92,78
2014-06-06 08:13:55,391338,movement,88,80
2014-06-06 08:13:57,38398,movement,91,77
2014-06-06 08:14:00,391338,movement,87,81
2014-06-06 08:14:03,38398,movement,90,78
2014-06-06 08:14:05,391338,movement,86,81
2014-06-06 08:14:09,38398,movement,89,79
2014-06-06 08:14:10,391338,movement,85,80
2014-06-06 08:14:15,38398,movement,88,79
2014-06-06 08:14:15,391338,movement,84,79
2014-06-06 08:14:20,391338,movement,83,79
2014-06-06 08:14:21,38398,movement,87,80
2014-06-06 08:14:25,391338,movement,82,78
2014-06-06 08:14:27,38398,movement,86,81
2014-06-06 08:14:30,391338,movement,81,78
2014-06-06 08:14:33,38398,movement,85,80
2014-06-06 08:14:35,391338,movement,80,77
2014-06-06 08:14:39,38398,movement,84,79
2014-06-06 08:14:40,391338,movement,79,78
2014-06-06 08:14:45,391338,movement,78,77
2014-06-06 08:14:45,38398,movement,83,78
2014-06-06 08:14:50,391338,movement,77,76
2014-06-06 08:14:51,38398,movement,82,79
2014-06-06 08:14:55,391338,movement,76,77
2014-06-06 08:14:57,38398,movement,81,79
2014-06-06 08:15:00,391338,movement,75,77
2014-06-06 08:15:03,38398,movement,80,79
2014-06-06 08:15:05,391338,movement,74,77
2014-06-06 08:15:09,38398,movement,79,78
2014-06-06 08:15:10,391338,movement,73,77
2014-06-06 08:15:15,391338,movement,72,78
2014-06-06 08:15:15,38398,movement,78,77
2014-06-06 08:15:16,1373006,movement,98,77
2014-06-06 08:15:20,391338,movement,71,77
2014-06-06 08:15:21,38398,movement,77,76
2014-06-06 08:15:22,1373006,movement,97,76
2014-06-06 08:15:25,391338,movement,70,76
2014-06-06 08:15:27,38398,movement,76,75
2014-06-06 08:15:28,1373006,movement,96,76
2014-06-06 08:15:30,391338,movement,69,75
2014-06-06 08:15:31,1152246,movement,98,76
2014-06-06 08:15:33,38398,movement,77,74
2014-06-06 08:15:34,1373006,movement,95,77
2014-06-06 08:15:35,391338,movement,68,74
2014-06-06 08:15:38,1152246,movement,97,77
2014-06-06 08:15:39,38398,movement,78,73
2014-06-06 08:15:40,1373006,movement,94,76
2014-06-06 08:15:40,391338,movement,69,73
2014-06-06 08:15:45,391338,movement,68,72
2014-06-06 08:15:45,1152246,movement,96,76
2014-06-06 08:15:45,38398,movement,79,74
2014-06-06 08:15:46,1373006,movement,93,76
