Timestamp,id,type,X,Y
2014-06-07 08:03:06,11311,check-in,63,99
2014-06-07 08:03:50,11311,movement,63,98
2014-06-07 08:03:59,711985,check-in,63,99
2014-06-07 08:04:01,11311,movement,63,97
2014-06-07 08:04:12,11311,movement,63,96
2014-06-07 08:04:23,11311,movement,64,95
2014-06-07 08:04:27,476784,check-in,63,99
2014-06-07 08:04:34,11311,movement,65,94
2014-06-07 08:04:45,11311,movement,64,93
2014-06-07 08:04:56,11311,movement,64,92
2014-06-07 08:05:07,11311,movement,65,91
2014-06-07 08:05:18,11311,movement,66,90
2014-06-07 08:05:29,11311,movement,67,89
2014-06-07 08:05:40,11311,movement,68,88
2014-06-07 08:05:51,11311,movement,67,87
2014-06-07 08:06:00,711985,movement,63,98
2014-06-07 08:06:02,11311,movement,68,86
2014-06-07 08:06:06,711985,movement,64,97
2014-06-07 08:06:12,711985,movement,64,96
2014-06-07 08:06:13,11311,movement,69,85
2014-06-07 08:06:17,476784,movement,63,98
2014-06-07 08:06:18,711985,movement,64,95
2014-06-07 08:06:24,11311,movement,69,84
2014-06-07 08:06:24,711985,movement,65,94
2014-06-07 08:06:25,476784,movement,64,97
2014-06-07 08:06:30,711985,movement,64,93
2014-06-07 08:06:33,476784,movement,64,96
2014-06-07 08:06:35,11311,movement,70,83
2014-06-07 08:06:36,711985,movement,65,92
2014-06-07 08:06:41,476784,movement,65,95
2014-06-07 08:06:42,711985,movement,66,91
2014-06-07 08:06:46,11311,movement,70,82
2014-06-07 08:06:48,711985,movement,67,90
2014-06-07 08:06:49,476784,movement,65,94
2014-06-07 08:06:54,711985,movement,67,89
2014-06-07 08:06:57,11311,movement,71,81
2014-06-07 08:06:57,476784,movement,64,93
2014-06-07 08:07:00,711985,movement,66,88
2014-06-07 08:07:02,1251853,check-in,0,67
2014-06-07 08:07:05,476784,movement,64,92
2014-06-07 08:07:06,711985,movement,67,87
2014-06-07 08:07:08,11311,movement,72,82
2014-06-07 08:07:12,711985,movement,68,86
2014-06-07 08:07:13,476784,movement,65,91
2014-06-07 08:07:18,711985,movement,69,85
2014-06-07 08:07:19,11311,movement,73,83
2014-06-07 08:07:21,476784,movement,66,90
2014-06-07 08:07:24,711985,movement,69,84
2014-06-07 08:07:29,476784,movement,67,89
2014-06-07 08:07:30,11311,movement,73,84
2014-06-07 08:07:30,711985,movement,68,83
2014-06-07 08:07:34,1959018,check-in,63,99
2014-06-07 08:07:34,41141,check-in,63,99
2014-06-07 08:07:36,711985,movement,69,82
2014-06-07 08:07:37,476784,movement,68,88
2014-06-07 08:07:41,11311,movement,74,85
2014-06-07 08:07:42,711985,movement,70,81
2014-06-07 08:07:45,476784,movement,68,87
2014-06-07 08:07:48,711985,movement,71,80
2014-06-07 08:07:52,11311,movement,75,86
2014-06-07 08:07:53,476784,movement,68,86
2014-06-07 08:07:54,711985,movement,72,79
2014-06-07 08:08:00,711985,movement,73,78
2014-06-07 08:08:01,476784,movement,68,85
2014-06-07 08:08:03,11311,movement,76,87
2014-06-07 08:08:06,711985,movement,74,77
2014-06-07 08:08:09,476784,movement,68,84
2014-06-07 08:08:12,711985,movement,75,77
2014-06-07 08:08:14,11311,movement,77,88
2014-06-07 08:08:17,476784,movement,68,83
2014-06-07 08:08:18,711985,movement,76,78
2014-06-07 08:08:24,711985,movement,77,77
2014-06-07 08:08:25,11311,movement,78,88
2014-06-07 08:08:25,476784,movement,69,82
2014-06-07 08:08:30,711985,movement,78,76
2014-06-07 08:08:33,476784,movement,70,81
2014-06-07 08:08:36,11311,movement,79,89
2014-06-07 08:08:36,711985,movement,79,77
2014-06-07 08:08:41,476784,movement,71,80
2014-06-07 08:08:42,711985,movement,80,78
2014-06-07 08:08:43,1251853,movement,1,67
2014-06-07 08:08:47,11311,check-in,79,89
2014-06-07 08:08:48,711985,movement,81,78
2014-06-07 08:08:49,1251853,movement,2,66
2014-06-07 08:08:49,476784,movement,72,79
2014-06-07 08:08:54,711985,movement,82,79
2014-06-07 08:08:55,1251853,movement,3,66
2014-06-07 08:08:57,476784,movement,73,78
2014-06-07 08:09:00,711985,movement,83,79
2014-06-07 08:09:01,1251853,movement,4,66
2014-06-07 08:09:05,476784,movement,74,77
2014-06-07 08:09:06,711985,movement,84,78
2014-06-07 08:09:07,1251853,movement,5,67
2014-06-07 08:09:13,1251853,movement,6,67
2014-06-07 08:09:13,476784,movement,75,76
2014-06-07 08:09:19,1251853,movement,7,66
2014-06-07 08:09:21,476784,movement,76,75
2014-06-07 08:09:25,1251853,movement,8,66
2014-06-07 08:09:29,476784,movement,77,74
2014-06-07 08:09:31,1251853,movement,9,66
2014-06-07 08:09:37,1251853,movement,10,66
2014-06-07 08:09:37,476784,movement,78,74
2014-06-07 08:09:43,1251853,movement,11,67
2014-06-07 08:09:45,476784,movement,79,73
2014-06-07 08:09:49,1251853,movement,12,66
2014-06-07 08:09:53,476784,movement,80,73
2014-06-07 08:09:55,1251853,movement,13,66
2014-06-07 08:10:01,1251853,movement,14,67
2014-06-07 08:10:01,476784,movement,81,72
2014-06-07 08:10:07,1251853,movement,15,67
2014-06-07 08:10:09,476784,movement,82,72
2014-06-07 08:10:13,1251853,movement,16,67
2014-06-07 08:10:17,476784,movement,83,71
2014-06-07 08:10:19,1251853,movement,17,66
2014-06-07 08:10:25,1251853,movement,18,67
2014-06-07 08:10:25,476784,movement,84,70
2014-06-07 08:10:31,1251853,movement,19,67
2014-06-07 08:10:33,476784,movement,85,69
2014-06-07 08:10:37,1251853,movement,20,67
2014-06-07 08:10:41,476784,movement,85,68
2014-06-07 08:10:43,1251853,movement,21,66
2014-06-07 08:10:49,1251853,movement,22,66
2014-06-07 08:10:49,476784,movement,86,67
2014-06-07 08:10:55,1251853,movement,23,67
2014-06-07 08:10:57,476784,movement,86,66
2014-06-07 08:11:01,1251853,movement,24,66
2014-06-07 08:11:03,1737703,check-in,0,67
2014-06-07 08:11:05,476784,movement,87,65
2014-06-07 08:11:07,1251853,movement,25,67
2014-06-07 08:11:13,1251853,movement,26,66
2014-06-07 08:11:13,476784,movement,87,64
2014-06-07 08:11:19,1251853,movement,27,66
2014-06-07 08:11:21,476784,movement,87,63
2014-06-07 08:11:25,1251853,movement,28,67
2014-06-07 08:11:28,476784,check-in,87,63
2014-06-07 08:11:31,1251853,movement,29,66
2014-06-07 08:11:31,41141,movement,63,98
2014-06-07 08:11:37,1251853,movement,30,67
2014-06-07 08:11:37,41141,movement,63,97
2014-06-07 08:11:40,1737703,movement,1,67
2014-06-07 08:11:43,1251853,movement,31,67
2014-06-07 08:11:43,41141,movement,63,96
2014-06-07 08:11:45,1737703,movement,2,67
2014-06-07 08:11:48,1959018,movement,64,98
2014-06-07 08:11:49,1251853,movement,32,66
2014-06-07 08:11:49,41141,movement,64,95
2014-06-07 08:11:50,1737703,movement,3,66
2014-06-07 08:11:55,1251853,movement,33,66
2014-06-07 08:11:55,1737703,movement,4,67
2014-06-07 08:11:55,41141,movement,65,94
2014-06-07 08:11:56,1959018,movement,64,97
2014-06-07 08:12:00,1737703,movement,5,67
2014-06-07 08:12:01,1251853,movement,34,65
2014-06-07 08:12:01,41141,movement,65,93
2014-06-07 08:12:04,1959018,movement,64,96
2014-06-07 08:12:05,1737703,movement,6,66
2014-06-07 08:12:07,1251853,movement,35,65
2014-06-07 08:12:07,41141,movement,64,92
2014-06-07 08:12:10,1737703,movement,7,67
2014-06-07 08:12:12,1959018,movement,65,95
2014-06-07 08:12:13,1251853,movement,36,64
2014-06-07 08:12:13,41141,movement,65,91
2014-06-07 08:12:15,1737703,movement,8,67
2014-06-07 08:12:19,1251853,movement,37,63
2014-06-07 08:12:19,41141,movement,66,90
2014-06-07 08:12:20,1737703,movement,9,66
2014-06-07 08:12:20,1959018,movement,64,94
2014-06-07 08:12:25,1251853,movement,38,63
2014-06-07 08:12:25,1737703,movement,10,66
2014-06-07 08:12:25,41141,movement,67,89
2014-06-07 08:12:28,1959018,movement,64,93
2014-06-07 08:12:30,1737703,movement,11,66
2014-06-07 08:12:31,1251853,movement,39,62
2014-06-07 08:12:31,41141,movement,67,88
2014-06-07 08:12:35,1737703,movement,12,66
