Timestamp,id,type,X,Y
2014-06-06 08:00:40,1109689,check-in,0,67
2014-06-06 08:00:53,950113,check-in,0,67
2014-06-06 08:01:15,835642,check-in,99,77
2014-06-06 08:01:16,1109689,movement,1,67
2014-06-06 08:01:22,1109689,movement,2,67
2014-06-06 08:01:28,1109689,movement,3,67
2014-06-06 08:01:34,1109689,movement,4,66
2014-06-06 08:01:38,950113,movement,1,66
2014-06-06 08:01:40,1109689,movement,5,67
2014-06-06 08:01:46,1109689,movement,6,66
2014-06-06 08:01:49,950113,movement,2,67
2014-06-06 08:01:52,1109689,movement,7,67
2014-06-06 08:01:58,1109689,movement,8,67
2014-06-06 08:01:59,835642,movement,98,76
2014-06-06 08:02:00,950113,movement,3,67
2014-06-06 08:02:04,1109689,movement,9,66
2014-06-06 08:02:05,835642,movement,97,77
2014-06-06 08:02:10,1109689,movement,10,67
2014-06-06 08:02:11,950113,movement,4,66
2014-06-06 08:02:11,835642,movement,96,77
2014-06-06 08:02:13,705880,check-in,0,67
2014-06-06 08:02:16,1109689,movement,11,66
2014-06-06 08:02:17,835642,movement,95,76
2014-06-06 08:02:22,1109689,movement,12,66
2014-06-06 08:02:22,950113,movement,5,66
2014-06-06 08:02:23,835642,movement,94,77
2014-06-06 08:02:28,1109689,movement,13,67
2014-06-06 08:02:29,835642,movement,93,77
2014-06-06 08:02:33,950113,movement,6,66
2014-06-06 08:02:34,1109689,movement,14,66
2014-06-06 08:02:35,835642,movement,92,77
2014-06-06 08:02:40,1109689,movement,15,67
2014-06-06 08:02:44,950113,movement,7,66
2014-06-06 08:02:46,1109689,movement,16,67
2014-06-06 08:02:50,705880,movement,1,67
2014-06-06 08:02:52,1109689,movement,17,66
2014-06-06 08:02:55,950113,movement,8,67
2014-06-06 08:02:58,1109689,movement,18,67
2014-06-06 08:02:59,705880,movement,2,67
2014-06-06 08:03:04,1109689,movement,19,66
2014-06-06 08:03:06,950113,movement,9,66
2014-06-06 08:03:08,705880,movement,3,66
2014-06-06 08:03:10,1109689,movement,20,67
2014-06-06 08:03:10,1257239,check-in,63,99
2014-06-06 08:03:16,1109689,movement,21,67
2014-06-06 08:03:17,950113,movement,10,67
2014-06-06 08:03:17,705880,movement,4,66
2014-06-06 08:03:22,1109689,movement,22,67
2014-06-06 08:03:26,705880,movement,5,67
2014-06-06 08:03:28,1109689,movement,23,66
2014-06-06 08:03:28,950113,movement,11,67
2014-06-06 08:03:34,1109689,movement,24,66
2014-06-06 08:03:35,705880,movement,6,67
2014-06-06 08:03:35,1288298,check-in,63,99
2014-06-06 08:03:39,950113,movement,12,66
2014-06-06 08:03:40,1109689,movement,25,66
2014-06-06 08:03:44,705880,movement,7,67
2014-06-06 08:03:46,1109689,movement,26,66
2014-06-06 08:03:47,1257239,movement,64,98
2014-06-06 08:03:50,950113,movement,13,66
2014-06-06 08:03:52,1109689,movement,27,66
2014-06-06 08:03:53,705880,movement,8,67
2014-06-06 08:03:53,1257239,movement,64,97
2014-06-06 08:03:58,1109689,movement,28,67
2014-06-06 08:03:59,1257239,movement,64,96
2014-06-06 08:04:01,950113,movement,14,66
2014-06-06 08:04:02,705880,movement,9,66
2014-06-06 08:04:04,1109689,movement,29,66
2014-06-06 08:04:05,1257239,movement,64,95
2014-06-06 08:04:10,1109689,movement,30,67
2014-06-06 08:04:11,1257239,movement,65,94
2014-06-06 08:04:11,705880,movement,10,66
2014-06-06 08:04:12,950113,movement,15,66
2014-06-06 08:04:16,1109689,movement,31,66
2014-06-06 08:04:17,1257239,movement,64,93
2014-06-06 08:04:19,1288298,movement,63,98
2014-06-06 08:04:20,705880,movement,11,66
2014-06-06 08:04:22,1109689,movement,32,65
2014-06-06 08:04:23,950113,movement,16,66
2014-06-06 08:04:23,1257239,movement,64,92
2014-06-06 08:04:27,1288298,movement,64,97
2014-06-06 08:04:28,1109689,movement,33,65
2014-06-06 08:04:29,1257239,movement,63,91
2014-06-06 08:04:29,705880,movement,12,66
2014-06-06 08:04:34,1109689,movement,34,64
2014-06-06 08:04:34,950113,movement,17,66
2014-06-06 08:04:35,1288298,movement,63,96
2014-06-06 08:04:35,1257239,movement,62,90
2014-06-06 08:04:38,705880,movement,13,67
2014-06-06 08:04:40,1109689,movement,34,63
2014-06-06 08:04:41,1257239,movement,61,89
2014-06-06 08:04:43,1288298,movement,64,95
2014-06-06 08:04:45,950113,movement,18,66
2014-06-06 08:04:46,1109689,movement,33,62
2014-06-06 08:04:47,1257239,movement,60,88
2014-06-06 08:04:47,705880,movement,14,67
2014-06-06 08:04:47,1088678,check-in,63,99
2014-06-06 08:04:51,1288298,movement,65,94
2014-06-06 08:04:52,1109689,movement,32,61
2014-06-06 08:04:53,1257239,movement,59,88
2014-06-06 08:04:56,705880,movement,15,66
2014-06-06 08:04:56,950113,movement,19,67
2014-06-06 08:04:58,1109689,movement,31,61
2014-06-06 08:04:59,1288298,movement,64,93
2014-06-06 08:04:59,1257239,movement,58,87
2014-06-06 08:05:04,1109689,movement,30,60
2014-06-06 08:05:05,1257239,movement,57,88
2014-06-06 08:05:05,705880,movement,16,67
2014-06-06 08:05:07,1288298,movement,64,92
2014-06-06 08:05:07,950113,movement,20,66
2014-06-06 08:05:10,1109689,movement,29,59
2014-06-06 08:05:11,1257239,movement,56,87
2014-06-06 08:05:14,705880,movement,17,66
2014-06-06 08:05:15,1288298,movement,63,91
2014-06-06 08:05:16,1109689,movement,28,58
2014-06-06 08:05:17,1257239,movement,55,87
2014-06-06 08:05:18,950113,movement,21,66
2014-06-06 08:05:22,1109689,movement,27,57
2014-06-06 08:05:23,705880,movement,18,66
2014-06-06 08:05:23,1288298,movement,62,90
2014-06-06 08:05:23,1257239,movement,54,86
2014-06-06 08:05:28,1109689,movement,26,57
2014-06-06 08:05:29,1257239,movement,53,85
2014-06-06 08:05:29,950113,movement,22,67
2014-06-06 08:05:31,1288298,movement,61,89
2014-06-06 08:05:32,705880,movement,19,66
2014-06-06 08:05:34,1109689,movement,25,56
2014-06-06 08:05:35,1257239,movement,52,85
2014-06-06 08:05:35,1088678,movement,63,98
2014-06-06 08:05:39,1288298,movement,60,88
